"Product_ID";"Product_Name";"Supplier_ID";"Product_Level";"Product_Ref_ID"
220100100013,00;"Er0016 101 Cream/Black";1303,00;1,00;220100100000,00
220100100014,00;"Feel Gloves";1303,00;1,00;220100100000,00
220100100015,00;"Feel Gloves Elite";1303,00;1,00;220100100000,00
220100100016,00;"Fit Gloves";1303,00;1,00;220100100000,00
220100100017,00;"Fit Gloves Tech";1303,00;1,00;220100100000,00
220100100018,00;"Fit Gloves Dual";1303,00;1,00;220100100000,00
220100100019,00;"Fit Racing Cap";1303,00;1,00;220100100000,00
220100100020,00;"Football";1303,00;1,00;220100100000,00
220100100021,00;"Frosted Clear/D.Charcoal";1303,00;1,00;220100100000,00
220100100022,00;"Gatsby";1303,00;1,00;220100100000,00
220100100023,00;"Gloves";1303,00;1,00;220100100000,00
220100100024,00;"Grip Bag";16733,00;1,00;220100100000,00
220100100025,00;"Knit Hat";1303,00;1,00;220100100000,00
220100100026,00;"Knit Running Gloves";1303,00;1,00;220100100000,00
220100100027,00;"Large Tennis Bag";1303,00;1,00;220100100000,00
220100100028,00;"Liga Football";1303,00;1,00;220100100000,00
220100100029,00;"Linked Running Socks";1303,00;1,00;220100100000,00
220100100030,00;"Men's Mercurial Knit Pants";1303,00;1,00;220100100000,00
220100100031,00;"Men's Mercurial Top";1303,00;1,00;220100100000,00
220100100032,00;"Men's Micro Fibre Baggy Shorts";1303,00;1,00;220100100000,00
220100100033,00;"Men's Shorts Men'Sdri";1303,00;1,00;220100100000,00
220100100034,00;"Metallic Black/D.Charcoal";1303,00;1,00;220100100000,00
220100100035,00;"Micro Fibre Cap";1303,00;1,00;220100100000,00
220100100036,00;"Micro Fibre Short";1303,00;1,00;220100100000,00
220100100037,00;"Oregon Tactel Shorts";1303,00;1,00;220100100000,00
220100100038,00;"Oz Tee";1303,00;1,00;220100100000,00
220100100039,00;"Pink/Silver/Orange";1303,00;1,00;220100100000,00
220100100040,00;"Pullover Shell";1303,00;1,00;220100100000,00
220100100041,00;"Satchel";1303,00;1,00;220100100000,00
220100100042,00;"Shorts Pull";2963,00;1,00;220100100000,00
220100100043,00;"Socks Competition";772,00;1,00;220100100000,00
220100100044,00;"Sports glasses Satin Alumin.";1303,00;1,00;220100100000,00
220100100045,00;"Stripe Hat";1303,00;1,00;220100100000,00
220100100046,00;"Swoosh Cap Side";1303,00;1,00;220100100000,00
220100100047,00;"Swoosh Cap";1303,00;1,00;220100100000,00
220100100048,00;"Swoosh Cap L";1303,00;1,00;220100100000,00
220100100049,00;"Swoosh I Band";1303,00;1,00;220100100000,00
220100100050,00;"Swoosh lv Band";1303,00;1,00;220100100000,00
220100100051,00;"Tennis Racket Bag";1303,00;1,00;220100100000,00
220100100052,00;"Towel";1303,00;1,00;220100100000,00
220100100053,00;"Trans.Ocean/Met Putty";1303,00;1,00;220100100000,00
220100100054,00;"Volleyball";1303,00;1,00;220100100000,00
220100100055,00;"Volleyball Extra";1303,00;1,00;220100100000,00
220100100056,00;"Watch Black/Andodized Colour";1303,00;1,00;220100100000,00
220100100057,00;"Watch, Ice/Grey";1303,00;1,00;220100100000,00
220100100058,00;"Watch, Steel/Black";1303,00;1,00;220100100000,00
220100100059,00;"Women's Unitard";1303,00;1,00;220100100000,00
220100100060,00;"Wool Hat";1303,00;1,00;220100100000,00
220100100061,00;"4men Men's S/Sleeve Tee";1303,00;1,00;220100100000,00
220100100062,00;"4men Men's S/Sleeve Traning Top";1303,00;1,00;220100100000,00
220100100063,00;"4men Men's Short Reflective";1303,00;1,00;220100100000,00
220100100064,00;"4men Men's Training Shorts";1303,00;1,00;220100100000,00
220100100065,00;"All 2-in-One Ski Gloves";1303,00;1,00;220100100000,00
220100100066,00;"All Wrist Band";1303,00;1,00;220100100000,00
220100100067,00;"Atmosphere Shield Shin-pads";1303,00;1,00;220100100000,00
220100100068,00;"Atmosphere Zoom Fortress Shin-pads";1303,00;1,00;220100100000,00
220100100069,00;"Backpack Backpack Athletic";1303,00;1,00;220100100000,00
220100100070,00;"Bag with Wheels";1303,00;1,00;220100100000,00
220100100071,00;"Basic Backback/Flap";1303,00;1,00;220100100000,00
220100100072,00;"Basic Backpack with Flap";1303,00;1,00;220100100000,00
220100100073,00;"Basic Dome Backpack";1303,00;1,00;220100100000,00
220100100074,00;"Basic Large Bag";1303,00;1,00;220100100000,00
220100100075,00;"Basic Large Grip";1303,00;1,00;220100100000,00
220100100076,00;"Basic Mid Grip";1303,00;1,00;220100100000,00
220100100077,00;"Basic Mid. Grip";1303,00;1,00;220100100000,00
220100100078,00;"Basket Ball Basket Ball";1303,00;1,00;220100100000,00
220100100079,00;"Big Guy Cargo Short";1303,00;1,00;220100100000,00
220100100080,00;"Big Guy Dri Fit Comp Singlet";1303,00;1,00;220100100000,00
220100100081,00;"Big Guy Men's  Dri Fit Pocket Polo-Shirt";1303,00;1,00;220100100000,00
220100100082,00;"Big Guy Men's 1/2 Zip Fleece";1303,00;1,00;220100100000,00
220100100083,00;"Big Guy Men's 1/2 Zip Fleece Top";1303,00;1,00;220100100000,00
220100100084,00;"Big Guy Men's 1/2 Zip Light Weight Jacket";1303,00;1,00;220100100000,00
220100100085,00;"Big Guy Men's 1/2 Zip Micro Fibre Jacket";1303,00;1,00;220100100000,00
220100100086,00;"Big Guy Men's 3-Ply 1/2 Zip Parka";1303,00;1,00;220100100000,00
220100100087,00;"Big Guy Men's 3-Ply Jacket";1303,00;1,00;220100100000,00
220100100088,00;"Big Guy Men's 3-Ply Parka";1303,00;1,00;220100100000,00
220100100089,00;"Big Guy Men's Astro Vest Golf";1303,00;1,00;220100100000,00
220100100090,00;"Big Guy Men's Baggy Short";1303,00;1,00;220100100000,00
220100100091,00;"Big Guy Men's Base Camp Top";1303,00;1,00;220100100000,00
220100100092,00;"Big Guy Men's Base Layer V-Sweat";1303,00;1,00;220100100000,00
220100100093,00;"Big Guy Men's Bermuda Shorts Golf";1303,00;1,00;220100100000,00
220100100094,00;"Big Guy Men's Blaze Light Fill Jacket";1303,00;1,00;220100100000,00
220100100095,00;"Big Guy Men's Brushed Fleece 1/2 Zip Top";1303,00;1,00;220100100000,00
220100100096,00;"Big Guy Men's Cable Tactel Pants";1303,00;1,00;220100100000,00
220100100097,00;"Big Guy Men's Cairn Shorts";1303,00;1,00;220100100000,00
220100100098,00;"Big Guy Men's Cap";1303,00;1,00;220100100000,00
220100100099,00;"Big Guy Men's Cargo Pants";1303,00;1,00;220100100000,00
220100100100,00;"Big Guy Men's Chamois Fleece 1/2 Zipper";1303,00;1,00;220100100000,00
220100100101,00;"Big Guy Men's Chaser Poplin Pants";1303,00;1,00;220100100000,00
220100100102,00;"Big Guy Men's Classic Sock Size Ii Football";1303,00;1,00;220100100000,00
220100100103,00;"Big Guy Men's Classic Sock Size Iii Footbal";1303,00;1,00;220100100000,00
220100100104,00;"Big Guy Men's Clima Fit Cap for Running";1303,00;1,00;220100100000,00
220100100105,00;"Big Guy Men's Clima Fit Jacket";1303,00;1,00;220100100000,00
220100100106,00;"Big Guy Men's Clima Fit Jacket XXL";1303,00;1,00;220100100000,00
220100100107,00;"Big Guy Men's Clima Fit Pants";1303,00;1,00;220100100000,00
220100100108,00;"Big Guy Men's Clima Fit Ultra Lite Jacket";1303,00;1,00;220100100000,00
220100100109,00;"Big Guy Men's Clima-Fit Lite Vest";1303,00;1,00;220100100000,00
220100100110,00;"Big Guy Men's Closed Hole Mesh S/Sleeve";1303,00;1,00;220100100000,00
220100100111,00;"Big Guy Men's Closed Hole Mesh Sweat";1303,00;1,00;220100100000,00
220100100112,00;"Big Guy Men's Cold Weather Tights";1303,00;1,00;220100100000,00
220100100113,00;"Big Guy Men's Collared V-Neck";1303,00;1,00;220100100000,00
220100100114,00;"Big Guy Men's Comp.Dry Fit Tights, Long";1303,00;1,00;220100100000,00
220100100115,00;"Big Guy Men's Comp.Dry Fit Tights, Short";1303,00;1,00;220100100000,00
220100100116,00;"Big Guy Men's Comp.Filament Tights";1303,00;1,00;220100100000,00
220100100117,00;"Big Guy Men's Constructed 'T'";1303,00;1,00;220100100000,00
220100100118,00;"Big Guy Men's Constructed T";1303,00;1,00;220100100000,00
220100100119,00;"Big Guy Men's Convertible Cargo Pants";1303,00;1,00;220100100000,00
220100100120,00;"Big Guy Men's Core Shorts";1303,00;1,00;220100100000,00
220100100121,00;"Big Guy Men's Cover Jacket Cl.Fit";1303,00;1,00;220100100000,00
220100100122,00;"Big Guy Men's Diamond Tactel Pants";1303,00;1,00;220100100000,00
220100100123,00;"Big Guy Men's Dome Shorts Shoes";1303,00;1,00;220100100000,00
220100100124,00;"Big Guy Men's Dri Fit Olympic T-Shirt";1303,00;1,00;220100100000,00
220100100125,00;"Big Guy Men's Dri Fit Singlet";1303,00;1,00;220100100000,00
220100100126,00;"Big Guy Men's Dri Fit Split Leg Shorts";1303,00;1,00;220100100000,00
220100100127,00;"Big Guy Men's Dri Fit T-Shirt";1303,00;1,00;220100100000,00
220100100128,00;"Big Guy Men's Dri Fit Tights, Short";1303,00;1,00;220100100000,00
220100100129,00;"Big Guy Men's Dri Fit V-neck Polo Tennis";1303,00;1,00;220100100000,00
220100100130,00;"Big Guy Men's Dri-Fit S-Sleeve T-Shirt";1303,00;1,00;220100100000,00
220100100131,00;"Big Guy Men's Dri-Fit Short";1303,00;1,00;220100100000,00
220100100132,00;"Big Guy Men's Dri-Fit Uv Polo";1303,00;1,00;220100100000,00
220100100133,00;"Big Guy Men's Dry Fit ShortTights";1303,00;1,00;220100100000,00
220100100134,00;"Big Guy Men's Dry Fit Long Tights";1303,00;1,00;220100100000,00
220100100135,00;"Big Guy Men's Dry Fit T-Shirt";1303,00;1,00;220100100000,00
220100100136,00;"Big Guy Men's Dry Fit T-Shirt, Long-sleeved";1303,00;1,00;220100100000,00
220100100137,00;"Big Guy Men's Eden Soft Nylon Straight Pants";1303,00;1,00;220100100000,00
220100100138,00;"Big Guy Men's Embroided Tee";1303,00;1,00;220100100000,00
220100100139,00;"Big Guy Men's Energy Jaquard Polo";1303,00;1,00;220100100000,00
220100100140,00;"Big Guy Men's Excess Wind Jacket";1303,00;1,00;220100100000,00
220100100141,00;"Big Guy Men's Extreme Weather Tights";1303,00;1,00;220100100000,00
220100100142,00;"Big Guy Men's Faille Athletic Shorts";1303,00;1,00;220100100000,00
220100100143,00;"Big Guy Men's Falcon Tactel Warm-Up";1303,00;1,00;220100100000,00
220100100144,00;"Big Guy Men's Filament Tights";1303,00;1,00;220100100000,00
220100100145,00;"Big Guy Men's Fit Premier S/Sleeve";1303,00;1,00;220100100000,00
220100100146,00;"Big Guy Men's Fizz Down Fill Jacket";1303,00;1,00;220100100000,00
220100100147,00;"Big Guy Men's Fleece Crew Top";1303,00;1,00;220100100000,00
220100100148,00;"Big Guy Men's Fleece Hat";1303,00;1,00;220100100000,00
220100100149,00;"Big Guy Men's Fleece Pullover Tr.Fit";1303,00;1,00;220100100000,00
220100100150,00;"Big Guy Men's Fleece w/small Zipper";1303,00;1,00;220100100000,00
220100100151,00;"Big Guy Men's Fleece with Hood";1303,00;1,00;220100100000,00
220100100152,00;"Big Guy Men's Foxhole Jacket";1303,00;1,00;220100100000,00
220100100153,00;"Big Guy Men's Fresh Soft Nylon Pants";1303,00;1,00;220100100000,00
220100100154,00;"Big Guy Men's Full Zip Micro Fibre Jacket";1303,00;1,00;220100100000,00
220100100155,00;"Big Guy Men's Fund Dri Fit Polo Pique";1303,00;1,00;220100100000,00
220100100156,00;"Big Guy Men's Galaxy Down Fill Jacket";1303,00;1,00;220100100000,00
220100100157,00;"Big Guy Men's Game Statment Shorts";1303,00;1,00;220100100000,00
220100100158,00;"Big Guy Men's Graphic Fleece Pant Straight";1303,00;1,00;220100100000,00
220100100159,00;"Big Guy Men's Heavy Fill Jacket";1303,00;1,00;220100100000,00
220100100160,00;"Big Guy Men's Herald Poplin Pants";1303,00;1,00;220100100000,00
220100100161,00;"Big Guy Men's Icon Tactel Warm-Up";1303,00;1,00;220100100000,00
220100100162,00;"Big Guy Men's Interlock Turtle Neck Sweat";1303,00;1,00;220100100000,00
220100100163,00;"Big Guy Men's Jacket";1303,00;1,00;220100100000,00
220100100164,00;"Big Guy Men's Jacket with Zipper";1303,00;1,00;220100100000,00
220100100165,00;"Big Guy Men's Jaquard Polo-Shirt";1303,00;1,00;220100100000,00
220100100166,00;"Big Guy Men's Jersey Shirt 1/2 Zip";1303,00;1,00;220100100000,00
220100100167,00;"Big Guy Men's Jersey Tank Top";1303,00;1,00;220100100000,00
220100100168,00;"Big Guy Men's Jet Soft Poly.Warm-Up";1303,00;1,00;220100100000,00
220100100169,00;"Big Guy Men's Kansas Twill Shorts";1303,00;1,00;220100100000,00
220100100170,00;"Big Guy Men's Kick Poplin Pants";1303,00;1,00;220100100000,00
220100100171,00;"Big Guy Men's Killer Jacket";1303,00;1,00;220100100000,00
220100100172,00;"Big Guy Men's Killer Pants";1303,00;1,00;220100100000,00
220100100173,00;"Big Guy Men's Knit Shorts";1303,00;1,00;220100100000,00
220100100174,00;"Big Guy Men's Knit Vest";1303,00;1,00;220100100000,00
220100100175,00;"Big Guy Men's Knitted Vest, Plain";1303,00;1,00;220100100000,00
220100100176,00;"Big Guy Men's L/S Base Layer Crew";1303,00;1,00;220100100000,00
220100100177,00;"Big Guy Men's L/Sleeve Chamois Top";1303,00;1,00;220100100000,00
220100100178,00;"Big Guy Men's L/Sleeve Dri-Fit Shirt";1303,00;1,00;220100100000,00
220100100179,00;"Big Guy Men's Launch T-Shirt Golf";1303,00;1,00;220100100000,00
220100100180,00;"Big Guy Men's Lt.Filled Jacket";1303,00;1,00;220100100000,00
220100100181,00;"Big Guy Men's Mada Cargo Pants";1303,00;1,00;220100100000,00
220100100182,00;"Big Guy Men's Med.Filled Jacket";1303,00;1,00;220100100000,00
220100100183,00;"Big Guy Men's Mercurial Alpha Jersey Shorts";1303,00;1,00;220100100000,00
220100100184,00;"Big Guy Men's Mercurial Shorts";1303,00;1,00;220100100000,00
220100100185,00;"Big Guy Men's Micro Fiber Full Zip Jacket";1303,00;1,00;220100100000,00
220100100186,00;"Big Guy Men's Micro Fibre 1/2 Zip Jacket";1303,00;1,00;220100100000,00
220100100187,00;"Big Guy Men's Micro Fibre Anorak";1303,00;1,00;220100100000,00
220100100188,00;"Big Guy Men's Micro Fibre Golf Pant";1303,00;1,00;220100100000,00
220100100189,00;"Big Guy Men's Micro Fibre Jacket";1303,00;1,00;220100100000,00
220100100190,00;"Big Guy Men's Micro Fibre Pants XXL";1303,00;1,00;220100100000,00
220100100191,00;"Big Guy Men's Micro Fibre Pants";1303,00;1,00;220100100000,00
220100100192,00;"Big Guy Men's Micro Fibre Shorts XXL";1303,00;1,00;220100100000,00
220100100193,00;"Big Guy Men's Micro Fibre Shorts";1303,00;1,00;220100100000,00
220100100194,00;"Big Guy Men's Micro Fibre Vest";1303,00;1,00;220100100000,00
220100100195,00;"Big Guy Men's Micro Fibre Vest XXL";1303,00;1,00;220100100000,00
220100100196,00;"Big Guy Men's Micro Tech Anorak";1303,00;1,00;220100100000,00
220100100197,00;"Big Guy Men's Mid Layer Jacket";1303,00;1,00;220100100000,00
220100100198,00;"Big Guy Men's Millennium Down Fill Jacket";1303,00;1,00;220100100000,00
220100100199,00;"Big Guy Men's Millennium Polo Golf";1303,00;1,00;220100100000,00
220100100200,00;"Big Guy Men's Modulum Polo Golf";1303,00;1,00;220100100000,00
220100100201,00;"Big Guy Men's New 4  Shorts";1303,00;1,00;220100100000,00
220100100202,00;"Big Guy Men's New Crew Mesh Top";1303,00;1,00;220100100000,00
220100100203,00;"Big Guy Men's New Micro Fibre Jacket";1303,00;1,00;220100100000,00
220100100204,00;"Big Guy Men's New S/Sleve Base Layer Top";1303,00;1,00;220100100000,00
220100100205,00;"Big Guy Men's New Thermal Tight";1303,00;1,00;220100100000,00
220100100206,00;"Big Guy Men's Fleece Crew";1303,00;1,00;220100100000,00
220100100207,00;"Big Guy Men's  Fleece Hood";1303,00;1,00;220100100000,00
220100100208,00;"Big Guy Men's Full Zip Top With Hood";1303,00;1,00;220100100000,00
220100100209,00;"Big Guy Men's Novelty Tee";1303,00;1,00;220100100000,00
220100100210,00;"Big Guy Men's Novelty Woven Shorts";1303,00;1,00;220100100000,00
220100100211,00;"Big Guy Men's Open Sweatshirt w/Swoosh";1303,00;1,00;220100100000,00
220100100212,00;"Big Guy Men's Overland Pants";1303,00;1,00;220100100000,00
220100100213,00;"Big Guy Men's Peak Parka";1303,00;1,00;220100100000,00
220100100214,00;"Big Guy Men's Pole Poplin Warm Up";1303,00;1,00;220100100000,00
220100100215,00;"Big Guy Men's Polo Shirt";1303,00;1,00;220100100000,00
220100100216,00;"Big Guy Men's Polo-Shirt";1303,00;1,00;220100100000,00
220100100217,00;"Big Guy Men's Polo-Shirt Dri Fit";1303,00;1,00;220100100000,00
220100100218,00;"Big Guy Men's Polo-Shirt Fit";1303,00;1,00;220100100000,00
220100100219,00;"Big Guy Men's Polo-Shirt Golf";1303,00;1,00;220100100000,00
220100100220,00;"Big Guy Men's Polo-Shirt Golf Woods";1303,00;1,00;220100100000,00
220100100221,00;"Big Guy Men's Polo-Shirt Pique";1303,00;1,00;220100100000,00
220100100222,00;"Big Guy  Men's Polo-Shirt w/Small Zipper Wood";1303,00;1,00;220100100000,00
220100100223,00;"Big Guy Men's Polo-Shirt with V-Neck";1303,00;1,00;220100100000,00
220100100224,00;"Big Guy Men's Poplin Suit";1303,00;1,00;220100100000,00
220100100225,00;"Big Guy Men's Practice L-Sleeve V-Neck";1303,00;1,00;220100100000,00
220100100226,00;"Big Guy Men's Premier Shorts";1303,00;1,00;220100100000,00
220100100227,00;"Big Guy Men's Pulsar Polo";1303,00;1,00;220100100000,00
220100100228,00;"Big Guy Men's Quadrant Pattern Shorts Golf";1303,00;1,00;220100100000,00
220100100229,00;"Big Guy Men's Reversible Cap";1303,00;1,00;220100100000,00
220100100230,00;"Big Guy Men's Ringer T";1303,00;1,00;220100100000,00
220100100231,00;"Big Guy Men's Ringer'T'";1303,00;1,00;220100100000,00
220100100232,00;"Big Guy Men's Rio Jersey S/Sleeve";1303,00;1,00;220100100000,00
220100100233,00;"Big Guy Men's Rocket Tactel Jacket";1303,00;1,00;220100100000,00
220100100234,00;"Big Guy Men's Rubber Bag";1303,00;1,00;220100100000,00
220100100235,00;"Big Guy Men's Running Shorts Dri.Fit";1303,00;1,00;220100100000,00
220100100236,00;"Big Guy Men's S/S Fit Mesh Training Shirt";1303,00;1,00;220100100000,00
220100100237,00;"Big Guy Men's S/S Jersey Shirt";1303,00;1,00;220100100000,00
220100100238,00;"Big Guy Men's S/S V-Neck Closed Top";1303,00;1,00;220100100000,00
220100100239,00;"Big Guy Men's S/Sleeve Raglan Top";1303,00;1,00;220100100000,00
220100100240,00;"Big Guy Men's S/Sleve Top";1303,00;1,00;220100100000,00
220100100241,00;"Big Guy Men's Santos Shorts Dri Fit";1303,00;1,00;220100100000,00
220100100242,00;"Big Guy Men's Separates Pants";1303,00;1,00;220100100000,00
220100100243,00;"Big Guy Men's Shadow Stripe Polo";1303,00;1,00;220100100000,00
220100100244,00;"Big Guy Men's Short Tactel Short";1303,00;1,00;220100100000,00
220100100245,00;"Big Guy Men's Shorts";1303,00;1,00;220100100000,00
220100100246,00;"Big Guy Men's Shorts Dri Fit";1303,00;1,00;220100100000,00
220100100247,00;"Big Guy Men's Shorts Golf";1303,00;1,00;220100100000,00
220100100248,00;"Big Guy Men's Slaker Tight";1303,00;1,00;220100100000,00
220100100249,00;"Big Guy Men's Sleeveless Top Me";1303,00;1,00;220100100000,00
220100100250,00;"Big Guy Men's Small Bag";1303,00;1,00;220100100000,00
220100100251,00;"Big Guy Men's Snowboard Hat";1303,00;1,00;220100100000,00
220100100252,00;"Big Guy Men's Sole Pants";1303,00;1,00;220100100000,00
220100100253,00;"Big Guy Men's Statement Fleece Top(Hood)";1303,00;1,00;220100100000,00
220100100254,00;"Big Guy Men's Statement French Polo Tennis";1303,00;1,00;220100100000,00
220100100255,00;"Big Guy Men's Statement Heavy Fill Jacket";1303,00;1,00;220100100000,00
220100100256,00;"Big Guy Men's Statement S/Sleeve Top";1303,00;1,00;220100100000,00
220100100257,00;"Big Guy Men's Storm Fit Down Jacket";1303,00;1,00;220100100000,00
220100100258,00;"Big Guy Men's Straight Leg Fleece";1303,00;1,00;220100100000,00
220100100259,00;"Big Guy Men's Stretch Mock Top";1303,00;1,00;220100100000,00
220100100260,00;"Big Guy Men's Stretch Short";1303,00;1,00;220100100000,00
220100100261,00;"Big Guy Men's Stright Leg Fleece Pants";1303,00;1,00;220100100000,00
220100100262,00;"Big Guy Men's Striped Rib Polo";1303,00;1,00;220100100000,00
220100100263,00;"Big Guy Men's Sweatshirt";1303,00;1,00;220100100000,00
220100100264,00;"Big Guy Men's Sweatshirt w/Hood";1303,00;1,00;220100100000,00
220100100265,00;"Big Guy Men's Sweatshirt w/Round Neck";1303,00;1,00;220100100000,00
220100100266,00;"Big Guy Men's Sweatshirt w/Small Zipper";1303,00;1,00;220100100000,00
220100100267,00;"Big Guy Men's Sweatshirt w/Zipper";1303,00;1,00;220100100000,00
220100100268,00;"Big Guy Men's Sweatshirt w/Zipper and Hood";1303,00;1,00;220100100000,00
220100100269,00;"Big Guy Men's Sweatshirt w/Medium Zipper";1303,00;1,00;220100100000,00
220100100270,00;"Big Guy Men's Sweatshirt with Hood";1303,00;1,00;220100100000,00
220100100271,00;"Big Guy Men's Swift Primaloft Jacket";1303,00;1,00;220100100000,00
220100100272,00;"Big Guy Men's T-Shirt";1303,00;1,00;220100100000,00
220100100273,00;"Big Guy Men's T-Shirt Dri Fit";1303,00;1,00;220100100000,00
220100100274,00;"Big Guy Men's T-Shirt Dri.Fit";1303,00;1,00;220100100000,00
220100100275,00;"Big Guy Men's T-Shirt Raglan";1303,00;1,00;220100100000,00
220100100276,00;"Big Guy Men's T-Shirt w/Button placket";1303,00;1,00;220100100000,00
220100100277,00;"Big Guy Men's T-Shirt w/Round Neck";1303,00;1,00;220100100000,00
220100100278,00;"Big Guy Men's T-Shirt w/V-Neck-Little Swoosh";1303,00;1,00;220100100000,00
220100100279,00;"Big Guy Men's Tactel Pants w/Piping";1303,00;1,00;220100100000,00
220100100280,00;"Big Guy Men's Tank Pants";1303,00;1,00;220100100000,00
220100100281,00;"Big Guy Men's Tech Short";1303,00;1,00;220100100000,00
220100100282,00;"Big Guy Men's Tech Tight";1303,00;1,00;220100100000,00
220100100283,00;"Big Guy Men's Terma Fit Crew";1303,00;1,00;220100100000,00
220100100284,00;"Big Guy Men's Terma Fit Jacket";1303,00;1,00;220100100000,00
220100100285,00;"Big Guy Men's Terma Fit Jacket w/Hood";1303,00;1,00;220100100000,00
220100100286,00;"Big Guy Men's Terma Fit Pants";1303,00;1,00;220100100000,00
220100100287,00;"Big Guy Men's Terry Loop Pants";1303,00;1,00;220100100000,00
220100100288,00;"Big Guy Men's Tiempo Rain Jacket";1303,00;1,00;220100100000,00
220100100289,00;"Big Guy Men's Tiger W Hi-Quarter Golf";1303,00;1,00;220100100000,00
220100100290,00;"Big Guy Men's Tiger W Poplin Shorts";1303,00;1,00;220100100000,00
220100100291,00;"Big Guy Men's Top Down Pants";1303,00;1,00;220100100000,00
220100100292,00;"Big Guy Men's Tracking Pants";1303,00;1,00;220100100000,00
220100100293,00;"Big Guy Men's Tracking Pants without Rib";1303,00;1,00;220100100000,00
220100100294,00;"Big Guy Men's Tracking Suit";1303,00;1,00;220100100000,00
220100100295,00;"Big Guy Men's Training Pants";1303,00;1,00;220100100000,00
220100100296,00;"Big Guy Men's Training Soccer Classic";1303,00;1,00;220100100000,00
220100100297,00;"Big Guy Men's Training Soccer Noventa";1303,00;1,00;220100100000,00
220100100298,00;"Big Guy Men's Twill Pants Golf";1303,00;1,00;220100100000,00
220100100299,00;"Big Guy Men's V-Neck Fleece";1303,00;1,00;220100100000,00
220100100300,00;"Big Guy Men's V-Neck S/Sleeve Top";1303,00;1,00;220100100000,00
220100100301,00;"Big Guy Men's V-Neck Tee";1303,00;1,00;220100100000,00
220100100302,00;"Big Guy Men's Velour Sweatshirt w/V-Neck";1303,00;1,00;220100100000,00
220100100303,00;"Big Guy Men's Vibe Termolite Jacket";1303,00;1,00;220100100000,00
220100100304,00;"Big Guy Men's Victory Peach Poplin Pants";1303,00;1,00;220100100000,00
220100100305,00;"Big Guy Men's Victory Poplin Pants";1303,00;1,00;220100100000,00
220100100306,00;"Big Guy Men's Woven Pants";1303,00;1,00;220100100000,00
220100100307,00;"Big Guy Men's Woven Short";1303,00;1,00;220100100000,00
220100100308,00;"Big Guy Men's Woven Shorts";1303,00;1,00;220100100000,00
220100100309,00;"Big Guy Men's Woven Warm Up";1303,00;1,00;220100100000,00
220100100310,00;"Big Guy Men's Wristless Band";1303,00;1,00;220100100000,00
220100100311,00;"Black-n-blue Black";1303,00;1,00;220100100000,00
220100100312,00;"Bleached Canvas Cap";1303,00;1,00;220100100000,00
220100100313,00;"Bleached Men's Canvas Cap";1303,00;1,00;220100100000,00
220100100314,00;"Breeze Elite Cap";1303,00;1,00;220100100000,00
220100100315,00;"Breeze Gatsby Hat";1303,00;1,00;220100100000,00
220100100316,00;"Brushed Fleece Components B Fleece";1303,00;1,00;220100100000,00
220100100317,00;"Brushed Fleece Components Crew";1303,00;1,00;220100100000,00
220100100318,00;"Cap Gatsby Golf Cap";1303,00;1,00;220100100000,00
220100100319,00;"Cap Relaxed Swoosh Cap";1303,00;1,00;220100100000,00
220100100320,00;"Clearview Sports Glases Hemalite";1303,00;1,00;220100100000,00
220100100321,00;"Clearview Sports Glasses Berry Jam";1303,00;1,00;220100100000,00
220100100322,00;"Clearview Sports Glasses Black";1303,00;1,00;220100100000,00
220100100323,00;"Clearview Sports Glasses Molasses";1303,00;1,00;220100100000,00
220100100324,00;"Coho DarkCharcoal/Silver/Black";1303,00;1,00;220100100000,00
220100100325,00;"Coho Silver/Black/-Grey";1303,00;1,00;220100100000,00
220100100326,00;"Coho Watch Silver/Lime/Black/Grey";1303,00;1,00;220100100000,00
220100100327,00;"Communicator Bag";1303,00;1,00;220100100000,00
220100100328,00;"Coolman Backpack";1303,00;1,00;220100100000,00
220100100329,00;"Coolman Bag with Wheels";1303,00;1,00;220100100000,00
220100100330,00;"Coolman Bag/Wheels";1303,00;1,00;220100100000,00
220100100331,00;"Coolman Duffle Towel";1303,00;1,00;220100100000,00
220100100332,00;"Coolman Waistpack";1303,00;1,00;220100100000,00
220100100333,00;"Eclipse Brand Back";1303,00;1,00;220100100000,00
220100100334,00;"Eclipse Brand Grip";1303,00;1,00;220100100000,00
220100100335,00;"Eclipse Brand Hat";1303,00;1,00;220100100000,00
220100100336,00;"Eclipse Brand Satchel(Shoulder Bag)";1303,00;1,00;220100100000,00
220100100337,00;"Eclipse Signature Cap";1303,00;1,00;220100100000,00
220100100338,00;"Essence Grip";1303,00;1,00;220100100000,00
220100100339,00;"Essential Swoosh Hat";1303,00;1,00;220100100000,00
220100100340,00;"Fleece Pants, Open Leg";1303,00;1,00;220100100000,00
220100100341,00;"Fud. Running Qtr Socks";1303,00;1,00;220100100000,00
220100100342,00;"Fud. Running Qtr Socks Performance";1303,00;1,00;220100100000,00
220100100343,00;"Gym.towel Towel";1303,00;1,00;220100100000,00
220100100344,00;"Hans Hansen Watch Black/Black";1303,00;1,00;220100100000,00
220100100345,00;"Hans Hansen Watch Goldenrod/Black";1303,00;1,00;220100100000,00
220100100346,00;"Hans Hansen Watch Silver/Black";1303,00;1,00;220100100000,00
220100100347,00;"Hawker Black/Sterling";1303,00;1,00;220100100000,00
220100100348,00;"Hawker Translucent Clear/Sterling";1303,00;1,00;220100100000,00
