"Product_ID";"Start_Date";"End_Date";"Unit_Cost_Price";"Unit_Sales_Price";"Factor"
220101400145,00;30/9/2001 00:00:00;6/9/2002 00:00:00;7,75;16,70;1,00
220101400145,00;7/9/2002 00:00:00;31/12/9999 00:00:00;7,75;16,70;1,00
220101400146,00;1/1/1998 00:00:00;17/12/1998 00:00:00;4,60;10,00;1,00
220101400146,00;18/12/1998 00:00:00;3/12/1999 00:00:00;4,60;10,00;1,00
220101400146,00;4/12/1999 00:00:00;18/11/2000 00:00:00;4,60;10,00;1,00
220101400146,00;19/11/2000 00:00:00;4/11/2001 00:00:00;4,60;10,00;1,00
220101400146,00;5/11/2001 00:00:00;21/10/2002 00:00:00;4,60;10,00;1,00
220101400146,00;22/10/2002 00:00:00;31/12/9999 00:00:00;4,60;10,00;1,00
220101400147,00;1/1/1998 00:00:00;31/12/9999 00:00:00;8,00;17,40;1,00
220101400148,00;1/1/1998 00:00:00;4/11/1998 00:00:00;4,75;10,50;1,00
220101400148,00;5/11/1998 00:00:00;8/9/1999 00:00:00;4,75;10,50;1,00
220101400148,00;9/9/1999 00:00:00;12/7/2000 00:00:00;4,75;10,50;1,00
220101400148,00;13/7/2000 00:00:00;16/5/2001 00:00:00;4,75;10,50;1,00
220101400148,00;17/5/2001 00:00:00;20/3/2002 00:00:00;4,75;10,50;1,00
220101400148,00;21/3/2002 00:00:00;31/12/9999 00:00:00;4,75;10,50;1,00
220101400149,00;1/1/1998 00:00:00;31/12/9999 00:00:00;8,10;17,70;1,00
220101400150,00;1/1/1998 00:00:00;31/12/9999 00:00:00;12,90;28,20;1,00
220101400151,00;1/1/1998 00:00:00;9/1/1999 00:00:00;6,00;13,30;1,02
220101400151,00;10/1/1999 00:00:00;18/1/2000 00:00:00;6,05;13,40;1,01
220101400151,00;19/1/2000 00:00:00;26/1/2001 00:00:00;6,10;13,50;1,01
220101400151,00;27/1/2001 00:00:00;4/2/2002 00:00:00;6,10;13,50;1,00
220101400151,00;5/2/2002 00:00:00;31/12/9999 00:00:00;6,10;13,50;1,00
220101400152,00;1/1/1998 00:00:00;31/12/9999 00:00:00;5,90;13,10;1,00
220101400153,00;1/1/1998 00:00:00;31/12/9999 00:00:00;12,30;26,80;1,00
220101400154,00;1/1/1998 00:00:00;9/1/1999 00:00:00;3,00;6,60;1,01
220101400154,00;10/1/1999 00:00:00;18/1/2000 00:00:00;3,00;6,60;1,01
220101400154,00;19/1/2000 00:00:00;26/1/2001 00:00:00;3,00;6,60;1,01
220101400154,00;27/1/2001 00:00:00;4/2/2002 00:00:00;3,00;6,60;1,00
220101400154,00;5/2/2002 00:00:00;31/12/9999 00:00:00;3,00;6,60;1,00
220101400155,00;1/1/1998 00:00:00;5/12/1998 00:00:00;22,25;48,70;1,01
220101400155,00;6/12/1998 00:00:00;9/11/1999 00:00:00;22,25;48,70;1,00
220101400155,00;10/11/1999 00:00:00;13/10/2000 00:00:00;22,25;48,70;1,00
220101400155,00;14/10/2000 00:00:00;17/9/2001 00:00:00;22,25;48,70;1,00
220101400155,00;18/9/2001 00:00:00;22/8/2002 00:00:00;22,25;48,70;1,00
220101400155,00;23/8/2002 00:00:00;31/12/9999 00:00:00;22,25;48,70;1,00
220101400156,00;1/1/1998 00:00:00;29/1/1999 00:00:00;17,05;38,10;1,01
220101400156,00;30/1/1999 00:00:00;27/2/2000 00:00:00;17,20;38,40;1,01
220101400156,00;28/2/2000 00:00:00;27/3/2001 00:00:00;17,35;38,70;1,01
220101400156,00;28/3/2001 00:00:00;25/4/2002 00:00:00;17,35;38,70;1,00
220101400156,00;26/4/2002 00:00:00;31/12/9999 00:00:00;17,35;38,70;1,00
220101400157,00;1/1/1998 00:00:00;16/1/1999 00:00:00;14,15;31,80;1,01
220101400157,00;17/1/1999 00:00:00;1/2/2000 00:00:00;14,25;32,10;1,01
220101400157,00;2/2/2000 00:00:00;16/2/2001 00:00:00;14,25;32,10;1,00
220101400157,00;17/2/2001 00:00:00;4/3/2002 00:00:00;14,25;32,10;1,00
220101400157,00;5/3/2002 00:00:00;31/12/9999 00:00:00;14,25;32,10;1,00
220101400158,00;1/1/1998 00:00:00;17/11/1998 00:00:00;5,70;12,60;1,01
220101400158,00;18/11/1998 00:00:00;4/10/1999 00:00:00;5,75;12,70;1,01
220101400158,00;5/10/1999 00:00:00;20/8/2000 00:00:00;5,75;12,70;1,00
220101400158,00;21/8/2000 00:00:00;7/7/2001 00:00:00;5,75;12,70;1,00
220101400158,00;8/7/2001 00:00:00;24/5/2002 00:00:00;5,75;12,70;1,00
220101400158,00;25/5/2002 00:00:00;31/12/9999 00:00:00;5,75;12,70;1,00
220101400159,00;1/1/1998 00:00:00;15/1/1999 00:00:00;3,05;6,60;1,01
220101400159,00;16/1/1999 00:00:00;30/1/2000 00:00:00;3,05;6,60;1,00
220101400159,00;31/1/2000 00:00:00;13/2/2001 00:00:00;3,05;6,60;1,00
220101400159,00;14/2/2001 00:00:00;28/2/2002 00:00:00;3,05;6,60;1,00
220101400159,00;1/3/2002 00:00:00;31/12/9999 00:00:00;3,05;6,60;1,00
220101400160,00;1/1/1998 00:00:00;31/12/9999 00:00:00;2,90;8,20;1,00
220101400161,00;1/1/1998 00:00:00;31/12/9999 00:00:00;3,30;9,40;1,00
220101400162,00;1/1/1998 00:00:00;4/12/1998 00:00:00;8,60;18,50;1,00
220101400162,00;5/12/1998 00:00:00;7/11/1999 00:00:00;8,60;18,50;1,00
220101400162,00;8/11/1999 00:00:00;10/10/2000 00:00:00;8,60;18,50;1,00
220101400162,00;11/10/2000 00:00:00;13/9/2001 00:00:00;8,60;18,50;1,00
220101400162,00;14/9/2001 00:00:00;17/8/2002 00:00:00;8,60;18,50;1,00
220101400162,00;18/8/2002 00:00:00;31/12/9999 00:00:00;8,60;18,50;1,00
220101400163,00;1/1/1998 00:00:00;29/1/1999 00:00:00;8,30;18,10;1,01
220101400163,00;30/1/1999 00:00:00;27/2/2000 00:00:00;8,30;18,10;1,00
220101400163,00;28/2/2000 00:00:00;27/3/2001 00:00:00;8,30;18,10;1,00
220101400163,00;28/3/2001 00:00:00;25/4/2002 00:00:00;8,30;18,10;1,00
220101400163,00;26/4/2002 00:00:00;31/12/9999 00:00:00;8,30;18,10;1,00
220101400164,00;1/1/1998 00:00:00;23/11/1998 00:00:00;18,90;42,20;1,00
220101400164,00;24/11/1998 00:00:00;16/10/1999 00:00:00;18,90;42,20;1,00
220101400164,00;17/10/1999 00:00:00;7/9/2000 00:00:00;18,90;42,20;1,00
220101400164,00;8/9/2000 00:00:00;31/7/2001 00:00:00;18,90;42,20;1,00
220101400164,00;1/8/2001 00:00:00;23/6/2002 00:00:00;18,90;42,20;1,00
220101400164,00;24/6/2002 00:00:00;31/12/9999 00:00:00;18,90;42,20;1,00
220101400165,00;1/1/1998 00:00:00;31/12/9999 00:00:00;37,15;83,40;1,00
220101400166,00;1/1/1998 00:00:00;9/11/1998 00:00:00;24,95;56,00;1,00
220101400166,00;10/11/1998 00:00:00;18/9/1999 00:00:00;24,95;56,00;1,00
220101400166,00;19/9/1999 00:00:00;27/7/2000 00:00:00;24,95;56,00;1,00
220101400166,00;28/7/2000 00:00:00;5/6/2001 00:00:00;24,95;56,00;1,00
220101400166,00;6/6/2001 00:00:00;14/4/2002 00:00:00;24,95;56,00;1,00
220101400166,00;15/4/2002 00:00:00;31/12/9999 00:00:00;24,95;56,00;1,00
220101400167,00;1/1/1998 00:00:00;31/12/9999 00:00:00;17,15;38,50;1,00
220101400168,00;1/1/1998 00:00:00;31/10/1998 00:00:00;25,45;57,20;1,00
220101400168,00;1/11/1998 00:00:00;31/8/1999 00:00:00;25,45;57,20;1,00
220101400168,00;1/9/1999 00:00:00;30/6/2000 00:00:00;25,45;57,20;1,00
220101400168,00;1/7/2000 00:00:00;30/4/2001 00:00:00;25,45;57,20;1,00
220101400168,00;1/5/2001 00:00:00;28/2/2002 00:00:00;25,45;57,20;1,00
220101400168,00;1/3/2002 00:00:00;31/12/9999 00:00:00;25,45;57,20;1,00
220101400169,00;1/1/1998 00:00:00;31/12/9999 00:00:00;19,50;43,60;1,00
220101400170,00;1/1/1998 00:00:00;18/12/1998 00:00:00;5,70;12,60;1,01
220101400170,00;19/12/1998 00:00:00;5/12/1999 00:00:00;5,70;12,60;1,00
220101400170,00;6/12/1999 00:00:00;21/11/2000 00:00:00;5,70;12,60;1,00
220101400170,00;22/11/2000 00:00:00;8/11/2001 00:00:00;5,70;12,60;1,00
220101400170,00;9/11/2001 00:00:00;26/10/2002 00:00:00;5,70;12,60;1,00
220101400170,00;27/10/2002 00:00:00;31/12/9999 00:00:00;5,70;12,60;1,00
220101400171,00;1/1/1998 00:00:00;31/12/9999 00:00:00;15,80;34,70;1,00
220101400172,00;1/1/1998 00:00:00;14/11/1998 00:00:00;13,85;34,80;1,00
220101400172,00;15/11/1998 00:00:00;28/9/1999 00:00:00;13,85;34,80;1,00
220101400172,00;29/9/1999 00:00:00;11/8/2000 00:00:00;13,85;34,80;1,00
220101400172,00;12/8/2000 00:00:00;25/6/2001 00:00:00;13,85;34,80;1,00
220101400172,00;26/6/2001 00:00:00;9/5/2002 00:00:00;13,85;34,80;1,00
220101400172,00;10/5/2002 00:00:00;31/12/9999 00:00:00;13,85;34,80;1,00
220101400173,00;1/1/1998 00:00:00;21/11/1998 00:00:00;5,70;16,90;1,01
220101400173,00;22/11/1998 00:00:00;12/10/1999 00:00:00;5,70;16,90;1,00
220101400173,00;13/10/1999 00:00:00;1/9/2000 00:00:00;5,70;16,90;1,00
220101400173,00;2/9/2000 00:00:00;23/7/2001 00:00:00;5,70;16,90;1,00
220101400173,00;24/7/2001 00:00:00;13/6/2002 00:00:00;5,70;16,90;1,00
220101400173,00;14/6/2002 00:00:00;31/12/9999 00:00:00;5,70;16,90;1,00
220101400174,00;1/1/1998 00:00:00;17/11/1998 00:00:00;6,50;12,90;1,01
220101400174,00;18/11/1998 00:00:00;4/10/1999 00:00:00;6,55;13,00;1,01
220101400174,00;5/10/1999 00:00:00;20/8/2000 00:00:00;6,60;13,10;1,01
220101400174,00;21/8/2000 00:00:00;7/7/2001 00:00:00;6,65;13,20;1,01
220101400174,00;8/7/2001 00:00:00;24/5/2002 00:00:00;6,65;13,20;1,00
220101400174,00;25/5/2002 00:00:00;31/12/9999 00:00:00;6,65;13,20;1,00
220101400175,00;1/1/1998 00:00:00;31/12/9999 00:00:00;10,00;22,30;1,00
220101400176,00;1/1/1998 00:00:00;16/11/1998 00:00:00;8,10;23,40;1,01
220101400176,00;17/11/1998 00:00:00;2/10/1999 00:00:00;8,10;23,40;1,00
220101400176,00;3/10/1999 00:00:00;17/8/2000 00:00:00;8,10;23,40;1,00
220101400176,00;18/8/2000 00:00:00;3/7/2001 00:00:00;8,10;23,40;1,00
220101400176,00;4/7/2001 00:00:00;19/5/2002 00:00:00;8,10;23,40;1,00
220101400176,00;20/5/2002 00:00:00;31/12/9999 00:00:00;8,10;23,40;1,00
220101400177,00;1/1/1998 00:00:00;23/12/1998 00:00:00;42,45;93,20;1,01
220101400177,00;24/12/1998 00:00:00;15/12/1999 00:00:00;42,85;94,10;1,01
220101400177,00;16/12/1999 00:00:00;6/12/2000 00:00:00;43,25;95,00;1,01
220101400177,00;7/12/2000 00:00:00;28/11/2001 00:00:00;43,25;95,00;1,00
220101400177,00;29/11/2001 00:00:00;20/11/2002 00:00:00;43,25;95,00;1,00
220101400177,00;21/11/2002 00:00:00;31/12/9999 00:00:00;43,25;95,00;1,00
220101400178,00;1/1/1998 00:00:00;31/12/9999 00:00:00;11,90;26,00;1,00
220101400179,00;1/1/1998 00:00:00;9/1/1999 00:00:00;11,50;25,70;1,00
220101400179,00;10/1/1999 00:00:00;18/1/2000 00:00:00;11,50;25,70;1,00
220101400179,00;19/1/2000 00:00:00;26/1/2001 00:00:00;11,50;25,70;1,00
220101400179,00;27/1/2001 00:00:00;4/2/2002 00:00:00;11,50;25,70;1,00
220101400179,00;5/2/2002 00:00:00;31/12/9999 00:00:00;11,50;25,70;1,00
220101400180,00;1/1/1998 00:00:00;25/1/1999 00:00:00;25,00;56,20;1,01
220101400180,00;26/1/1999 00:00:00;19/2/2000 00:00:00;25,25;56,70;1,01
220101400180,00;20/2/2000 00:00:00;15/3/2001 00:00:00;25,50;57,20;1,01
220101400180,00;16/3/2001 00:00:00;9/4/2002 00:00:00;25,50;57,20;1,00
220101400180,00;10/4/2002 00:00:00;31/12/9999 00:00:00;25,50;57,20;1,00
220101400181,00;1/1/1998 00:00:00;31/12/9999 00:00:00;22,10;49,50;1,00
220101400182,00;1/1/1998 00:00:00;29/12/1998 00:00:00;17,25;38,60;1,02
220101400182,00;30/12/1998 00:00:00;27/12/1999 00:00:00;17,40;38,90;1,01
220101400182,00;28/12/1999 00:00:00;24/12/2000 00:00:00;17,40;38,90;1,00
220101400182,00;25/12/2000 00:00:00;22/12/2001 00:00:00;17,40;38,90;1,00
220101400182,00;23/12/2001 00:00:00;31/12/9999 00:00:00;17,40;38,90;1,00
220101400183,00;1/1/1998 00:00:00;31/12/9999 00:00:00;37,50;84,10;1,00
220101400184,00;1/1/1998 00:00:00;21/11/1998 00:00:00;24,15;54,10;1,01
220101400184,00;22/11/1998 00:00:00;12/10/1999 00:00:00;24,15;54,10;1,00
220101400184,00;13/10/1999 00:00:00;1/9/2000 00:00:00;24,15;54,10;1,00
220101400184,00;2/9/2000 00:00:00;23/7/2001 00:00:00;24,15;54,10;1,00
220101400184,00;24/7/2001 00:00:00;13/6/2002 00:00:00;24,15;54,10;1,00
220101400184,00;14/6/2002 00:00:00;31/12/9999 00:00:00;24,15;54,10;1,00
220101400185,00;1/1/1998 00:00:00;7/11/1998 00:00:00;15,00;33,70;1,01
220101400185,00;8/11/1998 00:00:00;14/9/1999 00:00:00;15,15;34,00;1,01
220101400185,00;15/9/1999 00:00:00;21/7/2000 00:00:00;15,15;34,00;1,00
220101400185,00;22/7/2000 00:00:00;28/5/2001 00:00:00;15,15;34,00;1,00
220101400185,00;29/5/2001 00:00:00;4/4/2002 00:00:00;15,15;34,00;1,00
220101400185,00;5/4/2002 00:00:00;31/12/9999 00:00:00;15,15;34,00;1,00
220101400186,00;1/1/1998 00:00:00;31/12/1998 00:00:00;15,95;35,00;1,02
220101400186,00;1/1/1999 00:00:00;31/12/1999 00:00:00;16,25;35,70;1,02
220101400186,00;1/1/2000 00:00:00;30/12/2000 00:00:00;16,40;36,00;1,01
220101400186,00;31/12/2000 00:00:00;30/12/2001 00:00:00;16,40;36,00;1,00
220101400186,00;31/12/2001 00:00:00;31/12/9999 00:00:00;16,40;36,00;1,00
220101400187,00;1/1/1998 00:00:00;31/12/9999 00:00:00;23,70;51,90;1,00
220101400188,00;1/1/1998 00:00:00;31/12/9999 00:00:00;26,55;58,30;1,00
220101400189,00;1/1/1998 00:00:00;24/1/1999 00:00:00;2,20;4,80;1,02
220101400189,00;25/1/1999 00:00:00;17/2/2000 00:00:00;2,20;4,80;1,01
220101400189,00;18/2/2000 00:00:00;12/3/2001 00:00:00;2,20;4,80;1,01
220101400189,00;13/3/2001 00:00:00;5/4/2002 00:00:00;2,20;4,80;1,00
220101400189,00;6/4/2002 00:00:00;31/12/9999 00:00:00;2,20;4,80;1,00
220101400190,00;1/1/1998 00:00:00;4/1/1999 00:00:00;2,40;5,40;1,02
220101400190,00;5/1/1999 00:00:00;8/1/2000 00:00:00;2,40;5,40;1,01
220101400190,00;9/1/2000 00:00:00;11/1/2001 00:00:00;2,40;5,40;1,00
220101400190,00;12/1/2001 00:00:00;15/1/2002 00:00:00;2,40;5,40;1,00
220101400190,00;16/1/2002 00:00:00;31/12/9999 00:00:00;2,40;5,40;1,00
220101400191,00;1/1/1998 00:00:00;18/11/1998 00:00:00;7,90;17,10;1,01
220101400191,00;19/11/1998 00:00:00;6/10/1999 00:00:00;7,95;17,20;1,01
220101400191,00;7/10/1999 00:00:00;23/8/2000 00:00:00;8,00;17,30;1,01
220101400191,00;24/8/2000 00:00:00;11/7/2001 00:00:00;8,05;17,40;1,01
220101400191,00;12/7/2001 00:00:00;29/5/2002 00:00:00;8,05;17,40;1,00
220101400191,00;30/5/2002 00:00:00;31/12/9999 00:00:00;8,05;17,40;1,00
220101400192,00;1/1/1998 00:00:00;31/12/9999 00:00:00;12,70;27,70;1,00
220101400193,00;1/1/1998 00:00:00;9/1/1999 00:00:00;10,90;23,80;1,01
220101400193,00;10/1/1999 00:00:00;18/1/2000 00:00:00;10,90;23,80;1,00
220101400193,00;19/1/2000 00:00:00;26/1/2001 00:00:00;10,90;23,80;1,00
220101400193,00;27/1/2001 00:00:00;4/2/2002 00:00:00;10,90;23,80;1,00
220101400193,00;5/2/2002 00:00:00;31/12/9999 00:00:00;10,90;23,80;1,00
220101400194,00;1/1/1998 00:00:00;9/12/1998 00:00:00;13,55;30,30;1,00
220101400194,00;10/12/1998 00:00:00;17/11/1999 00:00:00;13,55;30,30;1,00
220101400194,00;18/11/1999 00:00:00;25/10/2000 00:00:00;13,55;30,30;1,00
220101400194,00;26/10/2000 00:00:00;3/10/2001 00:00:00;13,55;30,30;1,00
220101400194,00;4/10/2001 00:00:00;11/9/2002 00:00:00;13,55;30,30;1,00
220101400194,00;12/9/2002 00:00:00;31/12/9999 00:00:00;13,55;30,30;1,00
220101400195,00;1/1/1998 00:00:00;5/11/1998 00:00:00;9,35;20,80;1,01
220101400195,00;6/11/1998 00:00:00;10/9/1999 00:00:00;9,35;20,80;1,00
220101400195,00;11/9/1999 00:00:00;15/7/2000 00:00:00;9,35;20,80;1,00
220101400195,00;16/7/2000 00:00:00;20/5/2001 00:00:00;9,35;20,80;1,00
220101400195,00;21/5/2001 00:00:00;25/3/2002 00:00:00;9,35;20,80;1,00
220101400195,00;26/3/2002 00:00:00;31/12/9999 00:00:00;9,35;20,80;1,00
220101400196,00;1/1/1998 00:00:00;24/11/1998 00:00:00;10,85;23,70;1,01
220101400196,00;25/11/1998 00:00:00;18/10/1999 00:00:00;10,95;23,90;1,01
220101400196,00;19/10/1999 00:00:00;10/9/2000 00:00:00;10,95;23,90;1,00
220101400196,00;11/9/2000 00:00:00;4/8/2001 00:00:00;10,95;23,90;1,00
220101400196,00;5/8/2001 00:00:00;28/6/2002 00:00:00;10,95;23,90;1,00
220101400196,00;29/6/2002 00:00:00;31/12/9999 00:00:00;10,95;23,90;1,00
220101400197,00;1/1/1998 00:00:00;1/2/1999 00:00:00;15,50;34,60;1,02
220101400197,00;2/2/1999 00:00:00;4/3/2000 00:00:00;15,80;35,20;1,02
220101400197,00;5/3/2000 00:00:00;5/4/2001 00:00:00;15,95;35,50;1,01
220101400197,00;6/4/2001 00:00:00;7/5/2002 00:00:00;15,95;35,50;1,00
220101400197,00;8/5/2002 00:00:00;31/12/9999 00:00:00;15,95;35,50;1,00
220101400198,00;1/1/1998 00:00:00;31/12/9999 00:00:00;5,90;13,10;1,00
220101400199,00;1/1/1998 00:00:00;22/1/1999 00:00:00;15,95;35,80;1,00
220101400199,00;23/1/1999 00:00:00;13/2/2000 00:00:00;15,95;35,80;1,00
220101400199,00;14/2/2000 00:00:00;6/3/2001 00:00:00;15,95;35,80;1,00
220101400199,00;7/3/2001 00:00:00;28/3/2002 00:00:00;15,95;35,80;1,00
220101400199,00;29/3/2002 00:00:00;31/12/9999 00:00:00;15,95;35,80;1,00
220101400200,00;1/1/1998 00:00:00;12/1/1999 00:00:00;12,65;27,70;1,02
220101400200,00;13/1/1999 00:00:00;24/1/2000 00:00:00;12,75;27,90;1,01
220101400200,00;25/1/2000 00:00:00;4/2/2001 00:00:00;12,85;28,10;1,01
220101400200,00;5/2/2001 00:00:00;16/2/2002 00:00:00;12,85;28,10;1,00
220101400200,00;17/2/2002 00:00:00;31/12/9999 00:00:00;12,85;28,10;1,00
220101400201,00;1/1/1998 00:00:00;17/1/1999 00:00:00;17,90;40,20;1,01
220101400201,00;18/1/1999 00:00:00;3/2/2000 00:00:00;18,05;40,60;1,01
220101400201,00;4/2/2000 00:00:00;19/2/2001 00:00:00;18,05;40,60;1,00
220101400201,00;20/2/2001 00:00:00;8/3/2002 00:00:00;18,05;40,60;1,00
220101400201,00;9/3/2002 00:00:00;31/12/9999 00:00:00;18,05;40,60;1,00
220101400202,00;1/1/1998 00:00:00;31/12/9999 00:00:00;4,10;13,00;1,00
220101400203,00;1/1/1998 00:00:00;31/12/9999 00:00:00;17,15;38,50;1,00
220101400204,00;1/1/1998 00:00:00;31/12/9999 00:00:00;8,75;19,10;1,00
220101400205,00;1/1/1998 00:00:00;17/1/1999 00:00:00;11,10;24,70;1,02
220101400205,00;18/1/1999 00:00:00;3/2/2000 00:00:00;11,20;24,90;1,01
220101400205,00;4/2/2000 00:00:00;19/2/2001 00:00:00;11,20;24,90;1,00
220101400205,00;20/2/2001 00:00:00;8/3/2002 00:00:00;11,20;24,90;1,00
220101400205,00;9/3/2002 00:00:00;31/12/9999 00:00:00;11,20;24,90;1,00
220101400206,00;1/1/1998 00:00:00;16/11/1998 00:00:00;16,20;35,50;1,02
220101400206,00;17/11/1998 00:00:00;2/10/1999 00:00:00;16,50;36,20;1,02
220101400206,00;3/10/1999 00:00:00;17/8/2000 00:00:00;16,80;36,90;1,02
220101400206,00;18/8/2000 00:00:00;3/7/2001 00:00:00;17,10;37,60;1,02
220101400206,00;4/7/2001 00:00:00;19/5/2002 00:00:00;17,10;37,60;1,00
220101400206,00;20/5/2002 00:00:00;31/12/9999 00:00:00;17,10;37,60;1,00
220101400207,00;1/1/1998 00:00:00;31/12/9999 00:00:00;3,05;8,70;1,00
220101400208,00;1/1/1998 00:00:00;31/12/9999 00:00:00;17,25;38,70;1,00
220101400209,00;1/1/1998 00:00:00;13/12/1998 00:00:00;9,15;20,00;1,02
220101400209,00;14/12/1998 00:00:00;25/11/1999 00:00:00;9,30;20,40;1,02
220101400209,00;26/11/1999 00:00:00;6/11/2000 00:00:00;9,45;20,80;1,02
220101400209,00;7/11/2000 00:00:00;19/10/2001 00:00:00;9,45;20,80;1,00
220101400209,00;20/10/2001 00:00:00;1/10/2002 00:00:00;9,45;20,80;1,00
220101400209,00;2/10/2002 00:00:00;31/12/9999 00:00:00;9,45;20,80;1,00
220101400210,00;1/1/1998 00:00:00;10/1/1999 00:00:00;2,90;8,20;1,01
220101400210,00;11/1/1999 00:00:00;20/1/2000 00:00:00;2,90;8,20;1,01
220101400210,00;21/1/2000 00:00:00;29/1/2001 00:00:00;2,90;8,20;1,00
220101400210,00;30/1/2001 00:00:00;8/2/2002 00:00:00;2,90;8,20;1,00
220101400210,00;9/2/2002 00:00:00;31/12/9999 00:00:00;2,90;8,20;1,00
220101400211,00;1/1/1998 00:00:00;31/12/9999 00:00:00;15,60;34,90;1,00
220101400212,00;1/1/1998 00:00:00;29/12/1998 00:00:00;26,05;58,40;1,01
220101400212,00;30/12/1998 00:00:00;27/12/1999 00:00:00;26,30;58,90;1,01
220101400212,00;28/12/1999 00:00:00;24/12/2000 00:00:00;26,55;59,40;1,01
220101400212,00;25/12/2000 00:00:00;22/12/2001 00:00:00;26,55;59,40;1,00
220101400212,00;23/12/2001 00:00:00;31/12/9999 00:00:00;26,55;59,40;1,00
220101400213,00;1/1/1998 00:00:00;31/12/9999 00:00:00;30,05;67,40;1,00
220101400214,00;1/1/1998 00:00:00;19/11/1998 00:00:00;3,85;8,40;1,01
220101400214,00;20/11/1998 00:00:00;8/10/1999 00:00:00;3,85;8,40;1,01
220101400214,00;9/10/1999 00:00:00;26/8/2000 00:00:00;3,85;8,40;1,01
220101400214,00;27/8/2000 00:00:00;15/7/2001 00:00:00;3,85;8,40;1,01
220101400214,00;16/7/2001 00:00:00;3/6/2002 00:00:00;3,85;8,40;1,00
220101400214,00;4/6/2002 00:00:00;31/12/9999 00:00:00;3,85;8,40;1,00
220101400215,00;1/1/1998 00:00:00;13/1/1999 00:00:00;8,45;18,20;1,01
220101400215,00;14/1/1999 00:00:00;26/1/2000 00:00:00;8,50;18,30;1,01
220101400215,00;27/1/2000 00:00:00;7/2/2001 00:00:00;8,55;18,40;1,01
220101400215,00;8/2/2001 00:00:00;20/2/2002 00:00:00;8,55;18,40;1,00
220101400215,00;21/2/2002 00:00:00;31/12/9999 00:00:00;8,55;18,40;1,00
220101400216,00;1/1/1998 00:00:00;16/12/1998 00:00:00;11,00;24,00;1,02
220101400216,00;17/12/1998 00:00:00;1/12/1999 00:00:00;11,20;24,40;1,02
220101400216,00;2/12/1999 00:00:00;15/11/2000 00:00:00;11,30;24,60;1,01
220101400216,00;16/11/2000 00:00:00;31/10/2001 00:00:00;11,30;24,60;1,00
220101400216,00;1/11/2001 00:00:00;16/10/2002 00:00:00;11,30;24,60;1,00
220101400216,00;17/10/2002 00:00:00;31/12/9999 00:00:00;11,30;24,60;1,00
220101400217,00;1/1/1998 00:00:00;24/1/1999 00:00:00;17,20;37,70;1,01
220101400217,00;25/1/1999 00:00:00;17/2/2000 00:00:00;17,20;37,70;1,00
220101400217,00;18/2/2000 00:00:00;12/3/2001 00:00:00;17,20;37,70;1,00
220101400217,00;13/3/2001 00:00:00;5/4/2002 00:00:00;17,20;37,70;1,00
220101400217,00;6/4/2002 00:00:00;31/12/9999 00:00:00;17,20;37,70;1,00
220101400218,00;1/1/1998 00:00:00;31/12/9999 00:00:00;44,90;98,60;1,00
220101400219,00;1/1/1998 00:00:00;2/2/1999 00:00:00;52,35;115,00;1,02
220101400219,00;3/2/1999 00:00:00;6/3/2000 00:00:00;53,35;117,30;1,02
220101400219,00;7/3/2000 00:00:00;8/4/2001 00:00:00;54,40;119,60;1,02
220101400219,00;9/4/2001 00:00:00;11/5/2002 00:00:00;54,90;120,70;1,01
220101400219,00;12/5/2002 00:00:00;31/12/9999 00:00:00;54,90;120,70;1,00
220101400220,00;1/1/1998 00:00:00;31/12/9999 00:00:00;26,75;58,80;1,00
220101400221,00;1/1/1998 00:00:00;12/1/1999 00:00:00;24,25;53,20;1,01
220101400221,00;13/1/1999 00:00:00;24/1/2000 00:00:00;24,25;53,20;1,00
220101400221,00;25/1/2000 00:00:00;4/2/2001 00:00:00;24,25;53,20;1,00
220101400221,00;5/2/2001 00:00:00;16/2/2002 00:00:00;24,25;53,20;1,00
220101400221,00;17/2/2002 00:00:00;31/12/9999 00:00:00;24,25;53,20;1,00
220101400222,00;1/1/1998 00:00:00;31/12/9999 00:00:00;15,85;34,80;1,00
220101400223,00;1/1/1998 00:00:00;30/10/1998 00:00:00;16,65;36,50;1,01
220101400223,00;31/10/1998 00:00:00;29/8/1999 00:00:00;16,80;36,80;1,01
220101400223,00;30/8/1999 00:00:00;27/6/2000 00:00:00;16,95;37,10;1,01
220101400223,00;28/6/2000 00:00:00;26/4/2001 00:00:00;16,95;37,10;1,00
220101400223,00;27/4/2001 00:00:00;23/2/2002 00:00:00;16,95;37,10;1,00
220101400223,00;24/2/2002 00:00:00;31/12/9999 00:00:00;16,95;37,10;1,00
220101400224,00;1/1/1998 00:00:00;12/11/1998 00:00:00;24,50;54,90;1,01
220101400224,00;13/11/1998 00:00:00;24/9/1999 00:00:00;24,70;55,40;1,01
220101400224,00;25/9/1999 00:00:00;5/8/2000 00:00:00;24,90;55,90;1,01
220101400224,00;6/8/2000 00:00:00;17/6/2001 00:00:00;25,10;56,40;1,01
220101400224,00;18/6/2001 00:00:00;29/4/2002 00:00:00;25,10;56,40;1,00
220101400224,00;30/4/2002 00:00:00;31/12/9999 00:00:00;25,10;56,40;1,00
220101400225,00;1/1/1998 00:00:00;24/11/1998 00:00:00;26,85;58,90;1,01
220101400225,00;25/11/1998 00:00:00;18/10/1999 00:00:00;26,85;58,90;1,00
220101400225,00;19/10/1999 00:00:00;10/9/2000 00:00:00;26,85;58,90;1,00
